Date,Name of Vendors,Expense Description,Amount,Transaction Type,Expense Category,Account Name,Labels,Notes
8/15/2017,Online Thank You,"ONLINE PAYMENT, THANK YOU",200,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
8/15/2017,Taco Bell,TACO BELL 30799 DALY CITY CA,6.51,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
8/15/2017,Geico,GEICO *COMMERCIAL MACON DC,79.06,debit,Auto Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
8/15/2017,Comcast,COMCAST CALIFORNIA 800-COMCAST CA,59.35,debit,Television,Bank of America Cash Rewards Visa Platinum Plus,,
8/15/2017,Wal-Mart,WAL-MART #2280 MOUNTAIN VIEWCA,203.52,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
8/15/2017,Cafe Baklava,CAFE BAKLAVA MOUNTAIN VIEWCA,25.93,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
8/15/2017,Online Payment,ONLINE PAYMENT THANK YOU ALPHARETTA GA,800,credit,Credit Card Payment,XXXXXXXXXX1112,,
8/15/2017,Spencer Gifts,SPENCER GIFTS 828 MILPITAS CA,57.47,debit,Gift,XXXXXXXXXX1112,,
8/15/2017,Famous Footwear,FAMOUSFOOTWEAR#694 MILPITAS CA,69.85,debit,Clothing,XXXXXXXXXX1112,,
8/15/2017,Kids Foot Locker,KIDS FOOT LOCKER 46651 MILPITAS CA,76.3,debit,Kids,XXXXXXXXXX1112,,
8/15/2017,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,9.55,debit,Groceries,XXXXXXXXXX1112,,
8/14/2017,Late Payment Fee,PAST DUE FEE,25,debit,Late Fee,Platinum Mastercard,,
8/14/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,30.51,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
8/14/2017,Ca Banking Center,CA Banking Center payment,700,credit,Credit Card Payment,CORP Account - Business Advantage Cash Rewards,,
8/12/2017,Late Payment Fee,LATE FEE,37,debit,Late Fee,XXXXXXXXXX1112,,
8/11/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,32.54,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
8/11/2017,Shell,SHELL OIL 50445360048 LOS BANOS CA,15.27,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
8/11/2017,Hollywood Highland Los,HOLLYWOOD AND HIGHLAND LOS ANGELES CA,4,debit,Parking,Bank of America Cash Rewards Visa Platinum Plus,,
8/11/2017,Pieology,TST* PIEOLOGY TEJON RANCHTEJON RANCH CA,13.53,debit,Food & Dining,Bank of America Cash Rewards Visa Platinum Plus,,
8/11/2017,Geico,GEICO *AUTO 800-841-3000 DC,96.75,debit,Auto Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
8/10/2017,Pizza Hut,PIZZA HUT 029212 DESERT HOT SPCA,18.58,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
8/10/2017,Grom,SQ *GROM Hollywood CA,15.75,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
8/8/2017,Cash 5:30 PM,Cash 5:30 PM,10,debit,Vacation,Cash,,
8/8/2017,Diane's,DIANES #57 MANHATTAN BEACA,22.94,debit,Sporting Goods,Bank of America Cash Rewards Visa Platinum Plus,,
8/8/2017,Purchase Finance Charge,PURCHASE *FINANCE CHARGE* C_FEE,55.72,debit,Finance Charge,CORP Account - Business Advantage Cash Rewards,,
8/5/2017,Interest Charged Purchases,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,26.5,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
8/5/2017,Erenterplan Insura Irvine,ERENTERPLAN0880 INSURA IRVINE CA,43.45,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
8/4/2017,Utilities Ca,SANTA CLARA UTILITIES 04086152300 CA,25.01,debit,Utilities,XXXXXXXXXX1112,,
8/4/2017,ATM Santa Clara,ATM PAYMENT SANTA CLARA CA,545,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
8/4/2017,ATM Santa Clara,ATM PAYMENT SANTA CLARA CA,190,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
8/4/2017,Ca Banking Center,CA Banking Center payment,200,credit,Credit Card Payment,Business Advantage Cash Rewards,,
8/3/2017,Erenterplan Insura Ca,ERENTERPLAN0880 INSURA 888-205-8118 CA,53.5,debit,Home Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
8/2/2017,Felipe's Market,FELIPE'S MARKET SUNNYVALE CA,31.12,debit,Groceries,XXXXXXXXXX1112,,
8/1/2017,Costco Gas,COSTCO GAS #0423 SUNNYVALE CA,13.54,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
8/1/2017,Finance Charge,PURCHASE *FINANCE CHARGE* C_FEE,54.97,credit,Finance Charge,CORP Account - Business Advantage Cash Rewards,,
7/31/2017,Target,TARGET 00014274 SAN JOSE CA,12.16,debit,Shopping,XXXXXXXXXX1112,,
7/31/2017,Uber.com,UBER US JUL31 5IZJV 8005928996 CA,6.9,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
7/31/2017,Russian Cafe & Deli,RUSSIAN CAFE &amp; DELI CAMPBELL CA,27.42,debit,Fast Food,XXXXXXXXXX1112,,
7/31/2017,Cafe Baklava,CAFE BAKLAVA MOUNTAIN VIEWCA,50.04,debit,Restaurants,XXXXXXXXXX1112,,
7/30/2017,California Soles,CALIFORNIAS GREAT AMER SANTA CLARA CA,12,debit,Home Improvement,XXXXXXXXXX1112,,
7/30/2017,Cafe Baklava,CAFE BAKLAVA MOUNTAIN VIEWCA,12.97,debit,Restaurants,XXXXXXXXXX1112,,
7/29/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,17.18,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/29/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,14.99,credit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/29/2017,M Santa Clara,M&amp;S SANTA CLARA GAS ST SANTA CLARA CA,28.11,debit,Gas & Fuel,XXXXXXXXXX1112,,
7/29/2017,Uber.com,UBER TECHNOLOGIES INC 866-576-1039 CA,10.2,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
7/28/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,43.72,debit,Groceries,XXXX-XXXX-XXXX-7998,,
7/28/2017,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,5.75,debit,Finance Charge,XXXX-XXXX-XXXX-7998,,
7/28/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,136.84,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/28/2017,Amazon,AmazonPrime Membership amzn.com/prmeWA,11.98,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
7/27/2017,Mullins Bar & Grill,MULLINS BAR & GRILL HALF MOON BAYCA,145.01,debit,Fast Food,Costco Anywhere Visa® Card by Citi,,
7/26/2017,Valley Fair,VALLEY FAIR KIDS SANTA CLARA CA,9.56,debit,Amusement,Costco Anywhere Visa® Card by Citi,,
7/26/2017,Kashiwase Farms,SQ *KASHIWASE FARMS WINTON CA,10.4,debit,Business Services,XXXXXXXXXX1112,,
7/26/2017,Valley Fair,VALLEY FAIR KIDS SANTA CLARA CA,25,debit,Amusement,XXXXXXXXXX1112,,
7/26/2017,Paul K Tao,PAUL K. TAO WATSONVILLE CA,13,debit,Uncategorized,XXXXXXXXXX1112,,
7/26/2017,J.Crew,J. CREW RETAIL #609 SAN JOSE CA,18.02,debit,Clothing,XXXXXXXXXX1112,,
7/25/2017,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,11.13,debit,Groceries,XXXXXXXXXX1112,,
7/24/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,43.35,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/24/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,4.99,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/22/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,112.72,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/22/2017,AT&T,AT&T*BILL PAYMENT 800-331-0500 TX,65.24,debit,Mobile Phone,Bank of America Cash Rewards Visa Platinum Plus,,
7/21/2017,M Santa Clara,M&S SANTA CLARA GAS STAT SANTA CLARA CA,29.28,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
7/21/2017,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA,25.95,credit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
7/20/2017,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,37.09,debit,Finance Charge,XXXXXXXXXX1112,,
7/20/2017,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,2.43,credit,Credit Card Payment,XXXXXXXXXX1112,,
7/20/2017,Amazon Video,AMAZON VIDEO ON DEMAND AM866-216-1072 WA,9.99,debit,Movies & DVDs,Bank of America Cash Rewards Visa Platinum Plus,,
7/19/2017,Amazon Video,AMAZON VIDEO ON DEMAND AM866-216-1072 WA,3.99,debit,Movies & DVDs,Bank of America Cash Rewards Visa Platinum Plus,,
7/18/2017,GoDaddy.com,DNH*GODADDY.COM 480-5058855 AZ,1.99,debit,Business Services,Costco Anywhere Visa® Card by Citi,,
7/18/2017,Annual Membership Fee,MEMBERSHIP FEE JUL 17-JUN 18,0,credit,Service Fee,Costco Anywhere Visa® Card by Citi,,
7/18/2017,GoDaddy.com,DNH*GODADDY.COM 480-5058855 AZ,20.16,debit,Business Services,Costco Anywhere Visa® Card by Citi,,
7/18/2017,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA,14.99,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
7/16/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,44.76,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/15/2017,AT&T,AT&T S155 5918 SAN JOSE CA,80.47,debit,Home Phone,Costco Anywhere Visa® Card by Citi,,
7/15/2017,Haircuts Only,SQ *HAIRCUTS ONLY San Jose CA,36,debit,Hair,Costco Anywhere Visa® Card by Citi,,
7/15/2017,Costco,COSTCO WHSE #0470 SAN JOSE CA,209.8,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/15/2017,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY SAN JOSE CA,11.24,debit,Restaurants,Costco Anywhere Visa® Card by Citi,,
7/15/2017,Comcast,COMCAST CALIFORNIA 800-COMCAST CA,56.67,debit,Television,Bank of America Cash Rewards Visa Platinum Plus,,
7/14/2017,Mail Plus,MAIL PLUS SANTA CLARA CA,6.65,debit,Business Services,Costco Anywhere Visa® Card by Citi,,
7/14/2017,Luxe Apparel & Gift Shiseido,LUXE APPAREL & GIFT SHIS SANTA CLARA CA,14.17,debit,Clothing,Costco Anywhere Visa® Card by Citi,,
7/14/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,29.59,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/13/2017,Kids Atelier Santa,KIDS ATELIER SANTA CLARA SANTA CLARA CA,31.97,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
7/13/2017,Geico,GEICO *COMMERCIAL MACON DC,79.09,debit,Auto Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
7/13/2017,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA,29.94,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
7/12/2017,Gap,GAP US 138 SANTA CLARA CA,46.24,debit,Clothing,Costco Anywhere Visa® Card by Citi,,
7/12/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,7.99,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/12/2017,Babington Law Office,BABINGTON LAW OFFICE PLLCFALLS CHURCH VA,95,debit,Uncategorized,Costco Anywhere Visa® Card by Citi,,
7/12/2017,Court Epo Ca,SAN MATEO CA COURT EPO 650-261-5034 CA,287,debit,Auto & Transport,Costco Anywhere Visa® Card by Citi,,
7/12/2017,Californias Great Americasanta,CALIFORNIAS GREAT AMERICASANTA CLARA CA,4.35,debit,Restaurants,Costco Anywhere Visa® Card by Citi,,
7/12/2017,Utilities Ca,SANTA CLARA UTILITIES 408-615-2300 CA,27.14,debit,Utilities,Costco Anywhere Visa® Card by Citi,,
7/12/2017,Paymentfee Tx,SAN*MATEOCA PAYMENTFEE 877-687-7870 TX,5.71,debit,Uncategorized,Costco Anywhere Visa® Card by Citi,,
7/12/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,18.62,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/11/2017,Kids Atelier Santa,KIDS ATELIER SANTA CLARA SANTA CLARA CA,31.97,debit,Kids,Costco Anywhere Visa® Card by Citi,,
7/11/2017,Kids Atelier Santa,KIDS ATELIER SANTA CLARA SANTA CLARA CA,27.41,debit,Kids,Costco Anywhere Visa® Card by Citi,,
7/11/2017,Amazon Video,AMAZON VIDEO ON DEMAND AM866-216-1072 WA,8.99,debit,Movies & DVDs,Bank of America Cash Rewards Visa Platinum Plus,,
7/11/2017,Geico,GEICO *AUTO 800-841-3000 DC,96.75,debit,Auto Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
7/10/2017,Amidron Palo Alto,AMIDRON PALO ALTO PALO ALTO CA,30.41,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
7/10/2017,Mail Plus,MAIL PLUS SANTA CLARA CA,7.4,debit,Business Services,Costco Anywhere Visa® Card by Citi,,
7/10/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,71.04,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/10/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,18.55,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/10/2017,Usa Usa Snack,USA*USA*SNACK SODA VEN C_PURCHASE,1,debit,Fast Food,SAHILA IBRAHIMIL,,
7/9/2017,Online Payment,ONLINE PAYMENT THANK YOU,51,credit,Credit Card Payment,XXXXXXXXXX1112,,
7/8/2017,Chevron,CHEVRON 0090206 MILLBRAE CA,20.49,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
7/8/2017,IKEA,IKEA EAST PALO ALTO PALO ALTO CA,78.44,debit,Furnishings,Costco Anywhere Visa® Card by Citi,,
7/8/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,40.7,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/7/2017,Purchase Finance Charge,PURCHASE *FINANCE CHARGE* C_FEE,54.97,debit,Finance Charge,CORP Account - Business Advantage Cash Rewards,,
7/6/2017,Deerfield Il,ONLINE PAYMENT DEERFIELD IL,31,credit,Credit Card Payment,XXXX-XXXX-XXXX-7998,,
7/6/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,219.58,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
7/6/2017,M Santa Clara,M&S SANTA CLARA GAS STAT SANTA CLARA CA,28.49,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
7/6/2017,Interest Charged Purchases,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,26.1,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
7/5/2017,Amazon Kindle,KINDLE UNLIMITED 866-216-866-216-1072 WA,9.99,credit,Books,Bank of America Cash Rewards Visa Platinum Plus,,
7/5/2017,Amazon Kindle,KINDLE UNLIMITED 866-216-866-216-1072 WA,9.99,credit,Books,Bank of America Cash Rewards Visa Platinum Plus,,
7/4/2017,M Santa Clara,M&amp;S SANTA CLARA GAS ST SANTA CLARA CA,26,debit,Gas & Fuel,XXXXXXXXXX1112,,
7/4/2017,Cash Rewards Statement,CASH REWARDS STATEMENT CREDIT C_BANKTRANSACTION,28.97,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
7/4/2017,ATM San Jose,ATM PAYMENT SAN JOSE CA,400,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
7/4/2017,Ca Banking Center,CA Banking Center payment,30,credit,Credit Card Payment,Business Advantage Cash Rewards,,
7/3/2017,Whole Foods,WHOLEFDS BLL 10320 SAN JOSE CA,2.99,debit,Groceries,XXXXXXXXXX1112,,
7/3/2017,ABCMouse,ABCMOUSE.COM* 800-633-3331 CA,7.95,debit,Education,Bank of America Cash Rewards Visa Platinum Plus,,
7/1/2017,M Santa Clara,M&amp;S SANTA CLARA GAS ST SANTA CLARA CA,26.13,debit,Gas & Fuel,XXXXXXXXXX1112,,
7/1/2017,Amazon Kindle,KINDLE UNLIMITED 866-216-866-216-1072 WA,9.99,debit,Books,Bank of America Cash Rewards Visa Platinum Plus,,
6/28/2017,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,6.7,debit,Finance Charge,XXXX-XXXX-XXXX-7998,,
6/28/2017,Amazon,AmazonPrime Membership amzn.com/prmeWA,11.98,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
6/28/2017,Costco,COSTCO WHSE #0470 SAN JOSE CA,24.57,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/27/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,3.98,debit,Groceries,XXXXXXXXXX1112,,
6/26/2017,Whole Foods,WHOLEFDS BLL 10320 C_PURCHASE,2,debit,Groceries,SAHILA IBRAHIMIL,,
6/25/2017,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,21.28,debit,Groceries,XXXXXXXXXX1112,,
6/24/2017,Marshalls,MARSHALLS #0074 SAN JOSE CA,13.1,debit,Clothing,XXXXXXXXXX1112,,
6/24/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,1.69,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/23/2017,Russian Cafe & Deli,RUSSIAN CAFE &amp; DELI CAMPBELL CA,17.03,debit,Fast Food,XXXXXXXXXX1112,,
6/23/2017,Whole Foods,WHOLEFDS BLL 10320 SAN JOSE CA,40.74,debit,Groceries,XXXXXXXXXX1112,,
6/23/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,14.78,debit,Groceries,XXXXXXXXXX1112,,
6/23/2017,Shell,SHELL OIL 57444213201 SAN JOSE CA,19.27,debit,Gas & Fuel,XXXXXXXXXX1112,,
6/23/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,22.38,debit,Groceries,XXXXXXXXXX1112,,
6/23/2017,Anwar Bazaar & Bakery,ANWAR BAZAAR &amp; BAKERY SAN JOSE CA,7.1,debit,Restaurants,XXXXXXXXXX1112,,
6/23/2017,AT&T,AT&T*BILL PAYMENT 800-331-0500 TX,65.27,debit,Mobile Phone,Bank of America Cash Rewards Visa Platinum Plus,,
6/22/2017,Deerfield Il,ONLINE PAYMENT DEERFIELD IL,50,credit,Credit Card Payment,XXXX-XXXX-XXXX-7998,,
6/22/2017,Nordstrom,NORDSTROM #0425 SANTA CLARA CA,18,debit,Clothing,XXXXXXXXXX1112,,
6/22/2017,Potato Corner Valley,POTATO CORNER VALLEY F SANTA CLARA CA,7.26,debit,Fast Food,XXXXXXXXXX1112,,
6/22/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,18.73,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/22/2017,Home Depot,THE HOME DEPOT #0640 SUNNYVALE CA,13.05,debit,Home Improvement,Bank of America Cash Rewards Visa Platinum Plus,,
6/21/2017,Valero,VALERO #7116 SANTA CLARA CA,26.09,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
6/21/2017,Walgreens,WALGREENS #2740 SANTA CLARA CA,6.78,debit,Pharmacy,Bank of America Cash Rewards Visa Platinum Plus,,
6/21/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,74.56,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/19/2017,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,1.31,credit,Credit Card Payment,XXXXXXXXXX1112,,
6/19/2017,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,33.67,debit,Finance Charge,XXXXXXXXXX1112,,
6/15/2017,Comcast,COMCAST CALIFORNIA 800-COMCAST CA,56.66,debit,Television,Bank of America Cash Rewards Visa Platinum Plus,,
6/14/2017,ATM Santa Clara,ATM PAYMENT SANTA CLARA CA,180,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
6/14/2017,Geico,GEICO *COMMERCIAL MACON DC,79.09,debit,Auto Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
6/13/2017,Pymnt In Thank,PYMNT IN STORE THANK YOU SAN JOSE CA,100,credit,Credit Card Payment,XXXXXXXXXX1112,,
6/13/2017,Shell,SHELL OIL 10008332008 SANTA CLARA CA,22,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
6/13/2017,Founderinst,PAYPAL *FOUNDERINST C_PURCHASE,50,debit,Uncategorized,Business Advantage Cash Rewards,,
6/12/2017,Falafel Bite,FALAFEL BITE SUNNYVALE CA,9.27,debit,Restaurants,XXXXXXXXXX1112,,
6/12/2017,Geico,GEICO *AUTO 800-841-3000 DC,96.75,debit,Auto Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
6/12/2017,Alismartinc Ca,PAYPAL *ALISMARTINC 402-935-7733 CA,3.4,debit,Electronics & Software,Bank of America Cash Rewards Visa Platinum Plus,,
6/12/2017,Utilities,SANTA CLARA UTILITIES C_PURCHASE,22.24,debit,Utilities,Business Advantage Cash Rewards,,
6/12/2017,Lucky,LUCKY #773 SANTA CLA C_PURCHASE,2.67,debit,Groceries,SAHILA IBRAHIMIL,,
6/9/2017,Panera Bread,PANERA BREAD #1121 DUBLIN CA,14.95,debit,Fast Food,XXXXXXXXXX1112,,
6/9/2017,Bay Area,BAY AREA BRIDGE TOLL P 08772998655 CA,7.5,debit,Business Services,XXXXXXXXXX1112,,
6/9/2017,Lucky,LUCKY #773 SANTA CLA C_PURCHASE,10.19,debit,Groceries,SAHILA IBRAHIMIL,,
6/7/2017,Californias Great Americasanta,CALIFORNIAS GREAT AMERICASANTA CLARA CA,7.23,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
6/6/2017,Skype,Skype 352-000000 WA,10,debit,Home Phone,Bank of America Cash Rewards Visa Platinum Plus,,
6/6/2017,Interest Charged Purchases,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,14.17,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
6/6/2017,Skype,SKYPE 650-899-1504 CA,10,debit,Home Phone,Bank of America Cash Rewards Visa Platinum Plus,,
6/5/2017,Speed Oil Change,"SPEED OIL CHANGE CENTER, SANTA CLARA CA",59.22,debit,Service & Parts,XXXX-XXXX-XXXX-7998,,
6/5/2017,Santa Clara Gas,SANTA CLARA GAS SANTA CLARA CA,31.61,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
6/5/2017,Ca Banking Center,CA Banking Center payment,40,credit,Credit Card Payment,Business Advantage Cash Rewards,,
6/5/2017,Gas,SANTA CLARA GAS C_PURCHASE,27.21,debit,Gas & Fuel,Business Advantage Cash Rewards,,
6/3/2017,McDonald's,MCDONALD'S F25758 EAST PALO ALTCA,9.38,debit,Fast Food,XXXXXXXXXX1112,,
6/3/2017,Santa Clara University,SANTA CLARA UNIVERSITY 408-5544519 CA,100,debit,Tuition,Bank of America Cash Rewards Visa Platinum Plus,,
6/2/2017,ABCMouse,ABCMOUSE.COM* 800-633-3331 CA,7.95,debit,Education,Bank of America Cash Rewards Visa Platinum Plus,,
6/1/2017,Costco Gas,COSTCO GAS #0129 SANTA CLARA CA,29.72,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
5/31/2017,Amazon,AMAZON DIGITAL SVCS 866-2866-216-1072 WA,9.99,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
5/31/2017,Santa Clara Gas,SANTA CLARA GAS SANTA CLARA CA,52.35,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
5/30/2017,Walgreens,WALGREENS #2740 SANTA CLARA CA,9.77,debit,Pharmacy,Bank of America Cash Rewards Visa Platinum Plus,,
5/30/2017,Panda Exrpess,PANDA EXRPESS #734 SAN JOSE CA,8.19,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
5/29/2017,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,5.15,debit,Finance Charge,XXXX-XXXX-XXXX-7998,,
5/29/2017,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,2.59,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
5/29/2017,Amazon,AmazonPrime Membership C_PURCHASE,11.98,debit,Shopping,Business Advantage Cash Rewards,,
5/28/2017,Shell,SHELL OIL 57444214902 DALY CITY CA,25,debit,Gas & Fuel,XXXX-XXXX-XXXX-7998,,
5/27/2017,IKEA,IKEA EAST PALO ALTO E PALO ALTO CA,20.6,debit,Furnishings,XXXXXXXXXX1112,,
5/27/2017,IKEA,IKEA EAST PALO ALTO PALO ALTO CA,16.37,debit,Furnishings,XXXXXXXXXX1112,,
5/27/2017,Alismartinc Ca,PAYPAL *ALISMARTINC 402-935-7733 CA,3.37,debit,Electronics & Software,Bank of America Cash Rewards Visa Platinum Plus,,
5/24/2017,Santa Clara Gas,SANTA CLARA GAS SANTA CLARA CA,37.05,debit,Gas & Fuel,XXXX-XXXX-XXXX-7998,,
5/24/2017,Alismartinc Ca,PAYPAL *ALISMARTINC 402-935-7733 CA,4.24,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
5/23/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,43.43,debit,Groceries,XXXX-XXXX-XXXX-7998,,
5/23/2017,AT&T,AT&T*BILL PAYMENT 800-331-0500 TX,40.96,debit,Mobile Phone,Bank of America Cash Rewards Visa Platinum Plus,,
5/22/2017,Fhda De Anza,FHDA DE ANZA BOOKSTORE CUPERTINO CA,16.34,debit,Books,XXXXXXXXXX1112,,
5/22/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,144.26,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
5/21/2017,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,13.43,debit,Fast Food,XXXX-XXXX-XXXX-7998,,
5/20/2017,ATM San Jose,ATM PAYMENT SAN JOSE CA,100,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
5/20/2017,Whole Foods,WHOLEFDS BLL 10320 SAN JOSE CA,2.99,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
5/20/2017,Shell,SHELL OIL 57444216105 SAN FRANCISCOCA,33.78,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
5/19/2017,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,30.91,debit,Finance Charge,XXXXXXXXXX1112,,
5/19/2017,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,16.08,debit,Groceries,XXXXXXXXXX1112,,
5/19/2017,Valley Fair,KIEHL'S-VALLEY FAIR SANTA CLARA CA,17.6,debit,Amusement,XXXXXXXXXX1112,,
5/19/2017,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,3.79,credit,Credit Card Payment,XXXXXXXXXX1112,,
5/19/2017,Costco,COSTCO WHSE #0147 FOSTER CITY CA,61.4,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
